PK_InfoEmpresas;nm_razao_social;fl_matriz
9438;JAIR BATISTA DA LUZ PRESENTES ME;sim
9430;ESTACAO 10 PORTO VELHO COMERCIO DO VESTUARIO LTDA ME;sim
9428;ADENISIA APARECIDA FERREIRA DOMINGUES ME;sim
9435;ANTONIO LUIZ DA SILVA ME;sim
9481;SELMA MARIA SANTANA DA SILVA ME;nao
9449;MARIA HELENA GOMES RIBEIRO MEI;sim
9463;MARIA DAS NEVES ALMEIDA MEI;sim
9470;JOSE MARIA DA SILVA ALMEIDA MEI;sim
9451;LT BARREIRAS LTDA ME;sim
9556;CASTOLDI E ZANDONA COMERCIO DE BEBIDAS LTDA;sim
9385;FAST BURGER COMERCIO DE ALIMENTOS SA;nao
9389;DROGA LIPPE MEDICAMENTOS LTDA ME;sim
9421;FABIO DA SILVA PEIXOTO ME;sim
9424;ANTONIO ADRIANO DE SOUSA MEI;sim
9412;SIRLEI SILVA DE OLIVEIRA MEI;sim
31525;ROSA TRANSPORTADORA LTDA;sim
9418;DAVI URIAS BATISTA VIDIGAL ME;sim
9553;SIMONE BECK ME;sim
9391;MARCOS GARCIA DO CARMO MEI;sim
9507;MARCIO GLEIK REZENDE & CIA LTDA ME;sim
9510;STYLLUS CALCADOS LTDA ME;sim
9198;GLASSPER COMERCIO VAREJISTA DE RESINAS LTDA ME;sim
9153;FRANCISCA MARIA ALVES DA COSTA MEI;sim
9108;PADARIA E CONFEITARIA PONEY CLUB LTDA ME;sim
9558;SONHO DE AMAR LTDA;sim
9356;ASSIR GOMES DA FONSECA PEDRO DE TOLEDO ME;sim
9140;ANTHONYO LUAN JORGE DOS SANTOS BARRETO MEI;sim
9150;ADEGA CARVALHO LTDA ME;sim
9359;NEIDE PINHEIRO FERREIRA ANTENAS ME;sim
9336;ELCIO SOARES DA SILVA ME;sim
9266;SILVIO SERGIO PARRILHA ME;sim
9261;MARCIA APARECIDA DE JESUS ALMEIDA ME;nao
9295;EDSON LUIS MACHADO MEI;sim
9158;DUARTE VAZ PRESENTES FINOS LTDA ME;nao
9231;J ALBANO DE SOUZA ME;sim
8956;ILDA MUNHOZ DELGANHO MEI;sim
8973;LASSIC COMERCIO DE CONFECCOES LTDA ME;sim
8927;SAN MARINI COMERCIO DE ARMACOES DE OCULOS LTDA ME;sim
8920;CAROLINE FAGUNDES DE TOLEDO ME;sim
6606;COLUNA AGROPECUARIA LTDA ME;sim
9363;JOSE MIGUEL FABRICIO ME;sim
9382;MICHELE DE OLIVEIRA SANTOS MEI;sim
6658;JUSTINIANO DAS VIRGENS NETO ME;sim
9460;MARIA GILDA DOS SANTOS ME;sim
9455;TINGYU GUO MEI;sim
8953;VERONICA CRISTINA MOREIRA SANTANA MEI;sim
8930;MARIA CELIA DE LIMA ARTIGOS DO VESTUARIO E ACESSORIOS ME;sim
9561;LAURICI TERESINHA FRANCA ME;sim
8949;ANTONIO SOBRINHO SILVA DE OLIVEIRA ME;sim
8951;VALDINHO CONSTRUTORA E DISTRIBUIDORA DE MATERIAL PARA CONSTRUCAO LTDA ME;sim
8939;CP COMERCIAL TIGRAO LTDA ME;sim
31508;RICARDO DEUTSCHMANN;sim
8935;ALMERISON DE OLIVEIRA VIANA MEI;sim
8932;DEBORA S DE LIMA SALDANHA EPP;sim
8922;STEFHANIE DOS SANTOS SOUZA ME;nao
8985;EDIVALDO GOMES DE ALMEIDA MEI;sim
9074;OUSADIA RINOPOLIS LTDA ME;sim
9565;SILVA & CURTINOVI LTDA ME;sim
6545;ANDREA COUTINHO ME;sim
7888;LEILA M G ROSSAROLA ME;sim
7935;DROGARIA LUZITA LTDA ME;sim
7912;LOTERIA ESPORTIVA BITURY LTDA ME;sim
8049;JOSIAS JOAQUIM DOS SANTOS ME;sim
7910;NAIR GONCALVES DOS SANTOS MEI;sim
7892;ANTONIO FRANCISCO RODRIGUES FERNANDES MEI;sim
7928;EMERSON SATURNINO DO NASCIMENTO MEI;sim
7907;BERNADETE APARECIDA DESCHEMAYER ME;sim
7901;SEBASTIAO FERNANDES DA SILVA ELETRICO ME;sim
7903;LINO RODRIGO DOS SANTOS SOUSA MEI;sim
7905;J A GUEDES S J CAMPOS ME;sim
8161;EL BERIT MINERALS LTDA;sim
8165;JOSE REINALDO CARDOSO DA SILVA ME;sim
8130;ROSANE MARTINS SANCHEZ ME;sim
8117;JOSEFA MARIA DA SILVA MENESSE ME;sim
8133;SASKIA DUANNY DO MONTE SOUZA ME;sim
8120;V DE SOUSA LIMA & CIA LTDA ME;sim
9636;LOURDES FERREIRA RODRIGUES ME;sim
9634;ANGELA RITA DA ANUNCIACAO NUNES & CIA LTDA ME;sim
9652;ELZIO DIAS DABUL ME;sim
9665;ZELOI RODRIGUES DOS SANTOS ME;sim
9671;LUZIGLEIDE SANTOS GUIMARAES ME;sim
6672;ALMEIDA COMERCIO DE ARTIGOS DO VESTUARIO EM GERAL LTDA ME;sim
9673;D N SANTOS DA SILVA COMERCIO ME;sim
9646;LAROS CONSULTOR COMERCIAL E SERVICOS LTDA ME;sim
6677;MARGARIDA VILAUBA NUNES SANTOS ME;sim
9727;MARIA SANTANA MARIANO SILVA CAMPOS;nao
9740;RITA DA CONCEICAO TOMAS MEI;sim
9724;J R PEREIRA MANDU ME;sim
9721;MAURICIO ALVES DA SILVA MEI;sim
9731;KOTARO ATAKA ME;sim
8109;CLAUDIO JORGE DE SOUZA MEI;sim
9715;B&G COSMETICOS E BELEZA LTDA;sim
9712;CUCUTA COMERCIO DE ARTIGOS FEMININOS E INFANTIS LTDA ME;sim
8102;PARCERIA LTDA ME;sim
8086;ANA CARLA FARIA DE SOUZA MEI;sim
8075;COMERCIAL O FILEZAO MARILIA LTDA ME;nao
8063;ADAO CIRINEI DA CUNHA ME;sim
8114;MARA MARCIA SCHRODER MEI;sim
8066;ROSANGELA APARECIDA WALTER MEI;sim
8071;REFRIC BAHIA SERVICOS DE REFRIGERACAO LTDA ME;sim
8143;MONICA SILVESTRE DE OLIVEIRA MEI;sim
8154;JOSIMAR SANTOS PEREIRA ME;sim
8150;TERRAPLANAGEM CAMPOS NOVOS LTDA ME;sim
8171;ROSANGELA APARECIDA CASSIANO VICENTIN PADARIA ME;sim
8051;SEVERINA BERNARDO DOS SANTOS MEI;sim
7975;PALACE COLCHOES LTDA ME;nao
7956;FERNANDO WILKER MACHADO COSTA MEI;sim
7885;BLUEICE CONFECCOES LTDA;nao
7960;CLAUDIO PACHECO DOS REIS MEI;sim
8082;JOSE IVO DOS SANTOS ME;sim
7952;JACOB EGGLESTON PROCESSAMENTO DE DADOS LTDA ME;sim
8100;MARIA ERINETE DOS SANTOS MEI;sim
8095;ADILE DISTRIBUIDORA DE UTILIDADES DOMESTICAS LTDA ME;sim
8091;M J P DIAS ME;sim
8107;OTELINO XAVIER DOS SANTOS ME;sim
7938;V B GONCALVES ME;nao
8111;MADEIREIRA OLIVEIRA LTDA ME;sim
37532;FERNANDO DE AGUIAR ME;sim
7931;ARANTES FARIA & CIA EPP LTDA;sim
8028;LOUDES OTRENTE DE CAMPOS ME;sim
8014;RODRIGO RIGOL DA SILVA ME;sim
9678;ORGANIZACOES SILVAS COMERCIO E SERVICOS LTDA ME;sim
8004;SHIRLEY ALVES DE SOUSA OSORIO MEI;sim
8011;MIRIAM COSTA SILVA DE MELO ME;sim
8042;F B ALMEIDA RODRIGUES MARCENARIA ME;sim
8182;JESSICA SOUZA CHAMMA ME;sim
8033;EDNA NOVAIS DO PRADO MEI;sim
7973;IVETE SANTOS DE SOUZA MEI;sim
7948;MERCADO NANOS LTDA;sim
31697;AROCNA TRANSPORTADORA LTDA ME;sim
9097;GOMES FARIAS EPP LTDA;sim
9091;LISANDRA VASCONCELOS MENDES MEI;sim
31700;TRANSPORTES HOLYWOD EXPRESTUR LTDA ME;sim
9080;DISPECAS COMERCIO DE PECAS E ACESSORIOS LTDA ME;sim
9078;ANA CLAUDIA P DA SILVA ME;sim
9084;LEANDRA MARA BASTOS MEI;sim
9093;JOSE IRATAN GOMES DE OLIVEIRA MEI;sim
9047;MARIA APARECIDA VIEIRA COUTINHO ME;sim
8995;EZI APARECIDA DE OLIVEIRA LIMA MEI;sim
31718;PAULO LUIZ FLORES DE PAULA ME;sim
9695;FERNANDO SANTOS MEI;sim
9688;GRAFITTE MOVEIS LTDA;nao
9704;G&D AR CONDICIONADO PECAS E ACESSORIOS AUTOMOTIVOS LTDA ME;sim
9000;ELMA DINIZ DO NASCIMENTO MEI;sim
9003;MERCADO POPULAR DE PADUA LTDA ME;sim
6684;FRANCISCA TATIANA SILVA OLIVEIRA MEI;sim
9698;R S SANTOS & CIA LTDA ME;nao
8993;YARMUK CALCADOS LTDA ME;sim
8983;WABER DOS SANTOS ROSA MEI;sim
8980;SACOLAO G & SAVIO II LTDA ME;sim
9071;ROSA MARIA GOUVEA GESUALDI MEI;sim
8997;VALE DA SORTE ADMINISTRACAO E PARTICIPACAO LTDA;nao
31729;INTERAVIA TRANSPORTES LTDA;nao
9007;A M S OLIVEIRA ALVES;sim
9037;ALMERINDA COSTA ME;sim
8977;PAQUETA CALCADOS LTDA;nao
31559;A DE C SILVA TRANSPORTE EPP;sim
9062;DB COMERCIO DE VESTUARIO LTDA ME;sim
9069;PAULO HENRIQUE VIEIRA GOMES MEI;sim
31501;JURANDIR TORRES SIQUEIRA MEI;sim
9018;CLARINETE PROMOTORA DE VENDAS E SERVICOS FINANCEIROS EPP LTDA;nao
31492;CESAR AUGUSTO MELNYK BANDONI TRANSPORTES ME;sim
9012;TOMAS ALFREDO DAPPER ME;sim
9009;SCHIRMER COM E REP PROD E IMPLEMENTOS AGRICOLAS LTDA ME;sim
9015;GILDEON MORAIS ARAUJO MEI;sim
9631;JAMES OLAYA DESIGNER FACIAL LTDA ME;sim
9617;IGUATEMY JETCOLOR LTDA;nao
9608;ALEX SANDER SOUZA DE ABREU MEI;sim
9610;ALVES MODESTO E MODESTO LTDA ME;sim
9621;ESPETACULO & ARTE MODAS E ACESSORIOS LTDA ME;sim
8098;PAULO ROBERTO DA SILVA MARQUES ME;sim
9626;SEBASTIAO PIMENTA DE SOUZA ME;sim
9624;MARINA PASCHOAL SILVA ME;sim
9594;DIEGO FERNANDO LINS DE ARAUJO INDAIATUBA ME;sim
37496;PABLO AMBIENTAL LTDA ME;sim
9668;BABY DISTRIBUIDORA DE LATICINIOS LTDA ME;sim
9649;MARIA NAIR DAMACENO DE SOUZA;sim
9643;SONIA ROSA REGO MEI;sim
37453;MICHELLE TRAVEL SERVICE AGENCIA DE VIAGENS E TURISMO LTDA ME;sim
37460;PEDROMAR TURISMO LTDA ME;nao
9606;VANDIR HIGINO DE OLIVEIRA ME;sim
37451;DUGA VIAGEM EM PARIS LTDA ME;sim
37440;INTERPAX TURISMO LTDA ME;sim
6693;DREAMS COMERCIO DE CALCADOS LTDA ME;sim
31489;DONIZETI CARLOS BERNARDO ME;sim
6139;MARIA PEREIRA DE PAIVA MEI;sim
31487;MARILENE RIBEIRO DA ROCHA MEI;sim
31506;MATTOS & FERREIRA FRETAMENTO E LOCADORA LTDA ME;sim
31551;MCR TRANSPORTES RODOVIARIO LTDA ME;sim
31549;P H LOGISTICA LTDA ME;nao
31547;HERRERO & HERRERO TRANSPORTES LOGISTICA LTDA ME;sim
31553;ROGERIO WIEGAND MEI;sim
31555;TRANSPORTE ALCIMAR LTDA ME;sim
9603;LUAN AURELIO DE SOUZA OLIVEIRA MEI;sim
9600;G NERY BARBOSA DE JEQUIE ME;sim
9591;COMERCIO DE BEBIDAS ITALY LTDA ME;sim
9578;CERAMICA MIL LTDA ME;sim
9570;CENTRO AUDITIVO AUDIBEL IMPORTACAO E EXPORTACAO LTDA;sim
9575;MARIA LUZIA LIMA DA CRUZ MEI;sim
9675;DONDOCA PRESENTES E DECORACOES LTDA ME;sim
9701;ET SERVICE ASSISTENCIA TECNICA COMERCIO E LOCACAO LTDA ME;sim
9691;MARLI DAS GRACAS CARVALHO DE ABREU ME;sim
8055;ARTUR LEMOS FERREIRA EPP;sim
9760;DAIANE REZENDE MEI;sim
9768;LUZIA ANGELICA DAS CHAGAS MEI;sim
9988;DROGARIA LESSA LTDA ME;sim
9766;AURICHIO & SOUZA COMERCIO DE INFORMATICA LTDA ME;sim
9764;VIVIANE LOPES CORREA GALERANI MEI;sim
10118;RACHEL TOREZANI MARINHO ABDALLA ME;sim
9753;ANA PAULA PAROCHE FREIRE ME;sim
6698;J E DA SILVA MERCADINHO ME;sim
10101;ROGERIO FERREIRA LOPES ME;sim
37619;SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E GESTAO;nao
10135;SELMA CRISTINA FONSECA DE SOUZA MEI;sim
9821;JOSE E MARIA COMERCIO DE DERIVADOS DE PETROLEO EPP LTDA;sim
9922;ROSILDA DE BARROS RODRIGUES MEI;sim
9917;RENATA MELO SOARES ME;sim
9757;CARLOS ROBERTO XAVIER REGO ME;sim
9873;SELMA DAS GRACAS MIRANDA DE SOUZA MEI;sim
9864;MOVEIS E DECORACOES BRAGANCA LTDA ME;sim
9770;LEONARDO PADILHA DE LIMA PONTA GROSSA ME;sim
10264;COREMMAQ COMERCIO REPRESENTACOES E MANUTENCAO DE MAQ LT ME;sim
10276;E S LEANDRO EXTINTORES ME;sim
10273;I TORRES FREITAS CONSTRUCAO ME;sim
10271;LIRIO MATERIAIS DE CONSTRUCAO LTDA ME;sim
10267;C FERNANDES DA SILVA CONSTRUCOES ME;sim
10253;MARCOS NASTA MANSO SOARES MEI;sim
10192;RODRIGO FRANCISCO GUSSI ME;sim
10190;ANTONIO MALAQUIAS DA SILVA CLI MATIZACAO ME;sim
10242;RMX SOLDAS E EQUIPAMENTOS DE SEGURANCA LTDA ME;sim
10255;JOSELICE DOS SANTOS MEI;sim
10239;TEREZINHA MARIA LOBO DE SA ME;sim
10249;ELISEU DA PAZ LIRA ME;sim
10203;MARIA DO CARMO DE AGUIAR MERCADINHO ME;sim
10234;FRANCISCO ORLANDO DE SOUSA PEREIRA MEI;sim
10207;ANDRE LUIZ FRANCISCO CHAGAS MEI;sim
10216;LUCIRAN ARAUJO SANTOS;sim
10219;AREAL TRES IRMAOS LTDA ME;nao
9772;ROSELI KUMMER DE OLIVEIRA ME;sim
9774;CICERO DANTAS DA SILVA MEI;sim
9848;S M ROBUSTI DECORACOES EPP LTDA;sim
9839;FRANCISCO ROGERIO FERREIRA FERRAZ MEI;sim
9837;ARNALDO VIEIRA SANTOS MEI;sim
9841;J E NOGUEIRA LIMA ME;sim
9920;CIASA COM IMPORTADORA DE ALIMENTOS SELECIONADOS LTDA ME;nao
9910;GLEICE QUELI FORTES DA SILVA MEI;sim
9906;NEURIVAL ALVES DE ALMEIDA ME;sim
9937;SOUZA COMERCIO DE FRUTAS LTDA ME;nao
9877;WELLINGTON F MASSA ME;sim
9885;R M COMERCIO DE ARTIGOS EVANGELICOS E PAPELARIA LTDA ME;sim
8457;A B S LEAL ME;nao
9908;GENTIL SOARES DA SILVA ME;sim
9892;FREDERICO FLAUZINO COMERCIO E TRANSPORTE EPP;sim
9871;ADELY DE LIMA PACHECO MEI;sim
9792;MADESHOP COMERCIO DE MADEIRA E FERRAGENS LTDA ME;sim
9801;COMERCIO VAREJISTA DE MADEIRA CONSTRUTELES LTDA ME;sim
9794;ANTONIO DA SILVA PORTILHO ME;sim
9798;MARIA NILVANIA DOS SANTOS ME;nao
9807;E A DE OLIVEIRA ME;sim
9790;DAMARES SILVA MEI;sim
9862;OLGA PAULA MARIANO DA SILVA MEI;sim
9835;REGINA CORREA DA SILVA ME;sim
9858;J A SARAIVA ME;sim
9844;RAFAEL HENRIQUE DOS SANTOS MEI;sim
9831;ANDREA SOARES NERY ME;sim
9825;DENERLEI AZEVEDO LEITE ME;sim
10196;S R LUBENOV & CIA LTDA ME;sim
9818;ELIANE RODRIGUES PAULINO MEI;sim
9810;ANA CRISTINA BRAGA ME;sim
9828;M N S COMERCIO VAREJISTA DE VESTUARIO EM GERAL CALCADOS E ACESSORIOS LTDA ME;sim
9823;DELTASUL UTILIDADES LTDA;nao
9867;ELDA SILVA CARVALHO MEI;sim
10155;ARY LIMA NETO ME;sim
10130;PADARIA SANTA ISABEL DE PIRACICABA EPP LTDA;sim
10631;SILVIA DE SOUZA ME;sim
10642;KATIA ALINE DA SILVA MAGALHAES MEI;sim
10661;SOMAR PRODUTOS ESTETICOS LTDA ME;sim
10657;IVANILTON OLIVEIRA BATISTA ME;sim
10648;MARCOS RODRIGUES DOS SANTOS ALIMENTOS ME;sim
10652;ARLINDO DA SILVA OLIVEIRA SOROCABA ME;sim
10626;JOSE CANDIDO NETO;sim
10611;M LUCIA DA SILVA ME;sim
10600;ROSINEYLA CHAVES LIMA ME;sim
10596;VAREJAO ESPLANADA EIRELI ME;sim
10587;GODSEND BOUTIQUE LTDA ME;sim
10593;I L BORGES LOPES ME;sim
10664;AUTO POSTO NEMO LTDA;sim
10619;MAYRA DIANDRA GIACOMOSSI LOPES MEI;sim
10521;MARIA IMACULADA XAVIER MOREIRA ME;sim
10502;GIOVANNE PROENCA DE LIMA MEI;sim
10510;JESUN ANTONIO DE MELO ME;sim
10556;MOMENTO COMERCIO DE SISTEMAS ELETRO ELETRONICOS LTDA ME;sim
10547;MARIA LUCIA ALVES DOS SANTOS BOQUIM ME;sim
10545;JOAO PEDRO SILVA SANTOS EPP;sim
10564;SILQUA INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME;nao
10585;ELITON EZEQUIEL BOEIRA MEI;sim
10655;HUMMING BIRD COMERCIO E SERVICOS LTDA ME;sim
10609;MARIA DAS GRACAS GOMES DE MORAES MEI;sim
10606;DROGARIA E PERFUMARIA MORALEJO LTDA ME;sim
10279;CICERO MENDES DE SOUSA FITAS ME;sim
10628;JOSE AILTON SENA PEREIRA MEI;sim
37583;MUNICIPIO DE MONTE FORMOSO;sim
10634;R DE C O DE CASTRO ME;sim
10639;DIANFER DE PAULA BARBOSA BORTOLON ME;sim
10543;THIAGO MENEZES CALDAS MACHADO ME;sim
10290;MARCOS VINICIUS LIMA DE OLIVEIRA & CIA LTDA ME;sim
10329;SUPERMERCADO BOIADEIRO LTDA ME;sim
10336;LI ZHURONG ME;nao
10326;FRANCISCO DA COSTA MARINHO ME;sim
10318;LUCIANO PITZ ME;sim
37596;AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS;nao
37599;CENTRO MUNICIPAL DE FORMACAO PROFISSIONAL;sim
37418;A AMPLITUR AGENCIA DE VIAGENS E TURISMO LTDA ME;sim
10321;MSD ESPORTES E COMERCIO LTDA ME;sim
37438;MARIO BOLDRIN MEI;sim
37563;ORDEM DOS ADVOGADOS DO BRASIL SECAO MATO GROSSO DO SUL;nao
37569;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ITAVERAVA;sim
37512;JOCELITO JOSE FERREIRA MEI;sim
37501;WADSON AFONSO DO NASCIMENTO SILVA ME;sim
37519;TUCUNARE SERVICOS LTDA ME;sim
10269;J C BORGES CARNEIRO CARNES ME;sim
10262;LUIZ AFONSO GERVASIO MEI;sim
10187;COMERCIAL CANTARES LTDA ME;sim
10200;J P COMERCIO DE MATERIA DE CONSTRUCOA LTDA ME;sim
37449;WELTUR TURISMO E PASSAGENS LTDA ME;sim
37566;INSTITUTO NACIONAL DO SEGURO SOCIAL;nao
37773;TECNOPLASTICO TECNOLOGIA EM PLASTICOS LTDA ME;sim
37580;2 TABELIONATO DE NOTAS E PROTESTOS;sim
37572;FUNDO MUNICIPAL DE SAUDE DE NOVA TIMBOTEUA;sim
10194;SUELI F CAETANO VALPARAISO ME;sim
6711;IARA MEYER GUERRA COMERCIO DE CONFECCOES LTDA ME;sim
37576;MUNICIPIO DE MACIEIRA;sim
10185;KATIA MENEZES ABBADE PARO MEI;sim
10315;M N O PRODUTOS PARA LIMPEZA LTDA ME;sim
37865;FUNDACAO MAMIFEROS AQUATICOS;nao
10041;FRIZO & ALVES CELULARES LTDA ME;sim
10247;FRANCISCO CARVALHO BRITO ME;sim
37611;MUNICIPIO DE XAXIM;sim
10205;KHALLEB ALENCAR CAVALCANTI MEI;sim
37613;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE DOM JOAQUIM;sim
37627;PIAUI SECRETARIA DE SAUDE;nao
37668;FABIO BRIDI VISTORIAS ME;sim
37682;SEGURANCA DE ESTABELECIMENTOS DE CRED PROTEC BANK LTDA ME;nao
37639;ANDRE KENGO MIYAMOTO ME;sim
37635;SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA;nao
37631;SERVICO AUTONOMO DE AGUA E ESGOTO DE PROMISSAO;sim
33159;BENEDITO JOSE DE SALES JUNIOR ME;nao
10692;JOSILENE SILVA MONTENEGRO ME;sim
10687;FIREX COMERCIO E INSTALACOES LTDA ME;sim
33258;PAULO RIBEIRO DA SILVA MEI;sim
10700;WBERLANDIA BEZERRA NOGUEIRA MAIA ME;sim
10682;L F RODRIGUES BALANCAS ME;sim
10679;EXPRESS EDITION LTDA ME;sim
33147;MARGARIDA DAS CHAGAS SILVA ME;sim
6738;THIAGO CAMPOS SILVA MEI;sim
10676;JOAOZINHO E MARIA MODA INFANTIL LTDA ME;sim
10695;CELSO ANTONIO DA MATTA MEI;sim
33256;FIDELIDADE BAR E LANCHES LTDA ME;sim
33253;LAERTE FACHI DO CARMO ME;sim
10721;RAIMUNDA GONCALVES DE OLIVEIRA ME;sim
10702;MARIA APARECIDA SANTOS MEI;sim
6282;CASA E CAMPO MATERIAIS DE CONSTRUCAO LTDA ME;sim
10730;LONDRIPEC IND E COM DE PROD AGROPECUARIOS LTDA ME;sim
10736;ROMATIL SANTOS DE OLIVEIRA ME;nao
10739;E J PENA E CIA LTDA ME;sim
33267;JOYCE APARECIDA BRASIL MEI;sim
33293;ELIENE OLIVEIRA DOS SANTOS MEI;sim
33285;RODRIGO FRANCO MIRANDA MEI;sim
33283;JOSE WELITON AMARAL DE ANDRADE ME;sim
10758;OPERA COMERCIO DE ROUPAS E ACESSORIOS LTDA ME;nao
33288;LANCHES SCARLETT LTDA ME;sim
33290;NEUZA MARIA PINHEIRO MEI;sim
33280;FRANCISCO FABIO OLIVEIRA LIMA MEI;sim
33274;MARIA DE JESUS DOS SANTOS SILVA MEI;sim
10755;CELIA DOLORES ALCARAS ME;sim
10753;NAIADE OLIVEIRA NUNES BRITO ME;sim
10751;AUGUSTO DONIZETI GRACIUTH BAR ME;sim
33272;ANA PAULA BASILIO MEI;sim
33276;AMIGOMELLO RESTAURANTES E LANCHONETES LTDA;nao
10712;MARCOS ANTONIO BATISTA CONVENIENCIAS ME;sim
33278;ELISABETE APARECIDA DE OLIVEIRA LANCHONETE ME;sim
33265;PEDRO FERREIRA ARMAZEM;sim
33307;IVONE RODRIGUES DA SILVA ME;sim
31842;ANTONIO SELES PEREIRA MEI;sim
31844;COSTA TEIXEIRA TRANSPORTES LTDA;nao
10714;RAIMUNDO NONATO RODRIGUES DA SILVA MEI;sim
33321;NILVA MARIA BASSI ME;sim
31763;TRANSPORTADORA JOSP LTDA;nao
31747;SEDA TRANSPORTES LTDA ME;sim
31782;ELIANA MORAES DINIZ DE ALMEIDA TRANSPORTES ME;sim
33316;PASTELARIA PRACA PAROBE LTDA ME;sim
31789;MACHADO & BARBOSA TRANSPORTE DE CARGA LTDA ME;sim
33162;MORGANA CRISTINA MEDEIROS COSTA DE LIMA ME;sim
33323;JOAO MATHEUS BRAGA SANTOS MEI;sim
33157;JOSE ALVES DE ANDRADE MEI;sim
33149;STILL SERVICOS LTDA ME;sim
31791;JOAQUIM SOBRINHO DA COSTA MEI;sim
33326;MARUZAN DIAS BRAGA MEI;sim
31775;JOSE ROBERTO CARVALHO D ORSI ME;sim
33143;ADENILSON TEOFILO CARDOSO ME;sim
31761;EDINALDO VICENTE FERREIRA MEI;sim
31777;FABIANO DOS SANTOS BATISTA ME;sim
31780;EVANDRO ARALDI E CIA LTDA ME;sim
31814;J F DA ROSA & CIA LTDA ME;sim
31822;JAQUESTUR TURISMO LTDA ME;nao
10727;LEOPOLDO ROBERTO ALVES MACHADO ME;sim
31824;MULTICARGAS LOGISTICA E SERVICOS EPP LTDA;nao
10716;ATTILIO LUIZ FERREIRA DE ANDRADE ME;sim
10734;ADEILDO DOS SANTOS AZEVEDO;sim
31809;SAFO AGENCIA DE TURISMO E TRANSPORTES EIRELI ME;sim
33318;SANDRA REGINA MACARIELI CORREA CANTINA ME;sim
33299;LEONARDO NIZER ME;sim
33297;LUDIMILA MACEDO SOARES DE SANTANA SILVA EPP;sim
33295;REMACLO JOAO DE SOUZA ME;sim
31798;ALAN CARLOS SILVA MEI;sim
33301;RESTAURANTE 11 HORAS LTDA ME;sim
31796;CLAUDIONOR CARNEIRO DE ARAUJO MEI;sim
31803;NORTEN LOGISTICA E TRANSPORTES LTDA ME;sim
10024;EDIVAN SANTOS DE OLIVEIRA MEI;sim
10034;FRANCISCO DE PAULA SANTOS ME;sim
10045;JANALICIO ALVES DE ARAUJO ME;sim
10058;CLEBER NASCIMENTO DOS SANTOS MEI;sim
10056;MAIRA ROBERTA DURAES DE ARAUJO MEI;sim
10048;NEILA MARIA RODRIGUES GOMES MEI;sim
10051;COMFIABRA COMERCIO DE FITAS E ABRASIVOS LTDA;nao
9882;SO FILE COMERCIAL DE FRUTAS LTDA ME;sim
10039;VITORIA LANCHONETE E PANIFICADORA LTDA ME;sim
10053;W S DE JESUS HORTIFRUTIGRANJEIROS ME;sim
10060;ADAIR OLIMPIO DOS SANTOS MEI;sim
10089;FIOSAN INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME;nao
10084;SD GAS LTDA ME;nao
10094;M C DOS SANTOS E CIA LTDA ME;sim
10019;C R A DE OLIVEIRA ME;sim
10079;SUELI DA SILVA GOMES MEI;sim
10068;GOL TINTAS COMERCIO DE MATERIAIS PARA PINTURA EIRELI EPP;sim
10065;JOSE LEITE FERREIRA ME;sim
10072;ART MIX SONORIZACAO LTDA ME;sim
10076;AMF GRAMADO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME;sim
10091;ALMERITA MARIA A DA SILVA SOUVENIERS ME;sim
10013;MARCELO HENRIQUE SOARES LIMA MEI;sim
9970;EDSON ALVES RODRIGUES MERCEARIA ME;sim
9966;ELAINE REGINA CARIS DOS SANTOS MEI;sim
37436;MARIA ISABEL MODESTO & CIA LTDA ME;sim
9976;COMERCIAL ELETRICA IDEAL LTDA ME;sim
9981;COOPERAGRO COOPERATIVA AGROPECUARIA MISTA CAMPINAPOLIS;sim
37458;EXPANDIR PARTICIPACOES SA FALIDA;nao
9962;GOMES CRUZ DIVERSIDADES LTDA ME;sim
33187;MARIA STELA OLIVEIRA SCHREINER EPP;nao
9945;WITTMANN & CIA LTDA ME;sim
9940;TECNO STORE AUTOMACAO E CONSUMO LTDA ME;sim
37428;P S GOMES BORGES ME;sim
9952;VIEIRA & GOMES COMERCIO E TRANSPORTES LTDA ME;sim
37431;MICHEL GONCALVES PODADEIRO AGENCIA DE VIAGENS ME;sim
9956;JUNIOR COMERCIO DE ALIMENTOS LTDA ME;sim
9973;P R M COMERCIO DE BRINQUEDOS E ARTIGOS RECREATIVOS LTDA ME;sim
33140;ERICK FERNAND CREDI DIO OLIVEIRA MEI;sim
33191;ROSANA DA SILVA MARTINS MEI;sim
33189;TELES FURES ME;sim
33185;SELMA MARTINS DA SILVA MEI;sim
10338;LEONOR XAVIER DA SILVA ME;sim
33180;LUCIANA RODRIGUES BUENO DE CAMARGO ME;sim
33171;ASPEN BUFFET E RESTAURANTE LTDA;nao
33166;AFAM SNOOKER BAR LTDA ME;sim
33168;J&M COMERCIO DE ALIMENTOS LTDA ME;sim
